strategy_id,position_size,parameter_1,value_1,parameter_2,value_2,parameter_3,value_3,parameter_4,value_4,id,created_at,updated_at,symbol,strategy_name,direction,active,personal_acc,parameter_5,value_5,backtest_period,wfe,sr,l_sr,b_sr,win_rate,trd_num,sim_ret,lev_ret,bnh_ret,sim_mdd,lev_mdd,bnh_mdd,lev_add,bnh_add,expos,leverage,timeframe,is_lev,sim_add
STOCH_OSCILL_MOMENTUM_LONG_4H_GMX,0.29,,,,,,,,,492,2024-03-14 04:13:45.04544-04,2024-03-14 04:13:45.04544-04,GMX,STOCH_OSCILL_MOMENTUM_LONG_4H,LONG,t,,,,20240107,1.3,3.14,1.28,0.46,77.8,9,6.6,50.6,5.2,-2,-11.9,-32.11,-4.69,-10.16,49.32,6.67,4H,f,
STOCH_OSCILL_MOMENTUM_LONG_4H_FET,0.3,,,,,,,,,493,2024-03-14 04:13:45.04544-04,2024-03-14 04:13:45.04544-04,FET,STOCH_OSCILL_MOMENTUM_LONG_4H,LONG,t,,,,20240107,1.34,2.58,1.24,0.34,62.5,8,21.7,62.7,304.4,-6.1,-14.97,-31.68,-4.61,-7.58,45.75,2.63,4H,f,
MACD_CROSSOVER_LONG_1D_CRV,0.23,,,,,,,,,841,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,CRV,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20230414,-0.17,1.47,0,-0.34,75,4,9.2,0,-56,-2.4,0,-63.72,0,-63.72,14.79,1,1D,,-0.83
MACD_CROSSOVER_LONG_1D_AGIX,0.67,,,,,,,,,842,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,AGIX,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20220414,-0.09,1.58,0,1.32,40,5,443.6,0,476.5,-41.8,0,-78.94,0,-24.97,17.67,1,1D,,-11.44
BOLL_BAND_MOMENTUM_LONG_1D_THETA,0.32,,,,,,,,,268,2024-03-09 06:58:58.992834-05,2024-03-09 06:58:58.992834-05,THETA,BOLL_BAND_MOMENTUM_LONG_1D,LONG,t,,,,20230308,0.45,1.56,1.23,0.73,41.7,12,53.6,106.8,201.3,-11.4,-21.55,-53.85,-7.32,0,29.32,2,1D,f,
MACD_CROSSOVER_LONG_1D_RUNE,0.52,,,,,,,,,843,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,RUNE,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20230414,0.81,2.14,0,1.88,60,5,165.7,0,284.3,-22.2,0,-53.12,0,-15.36,38.08,1,1D,,-8.84
MACD_CROSSOVER_LONG_1D_FTM,0.55,,,,,,,,,844,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,FTM,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20230414,-0.25,1.98,0,1.08,40,10,119.6,0,60,-21.6,0,-67.06,0,-21.48,47.67,1,1D,,-9.35
BOLL_BAND_REVERSION_LONG_4H_ADA,0.66,,,,,,,,,685,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,ADA,BOLL_BAND_REVERSION_LONG_4H,LONG,t,,,,20240122,0.07,2.65,0,0.83,50,8,7.6,0,25.5,-2.3,0,-26.24,0,-5.73,11.23,1,4H,,-1.31
MACD_CROSSOVER_LONG_1D_FET,0.54,,,,,,,,,846,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,FET,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20230414,0.66,2.67,0,2.19,66.7,3,328.9,0,492.1,-18.9,0,-57.87,0,-14.05,32.05,1,1D,,-6.59
MACD_CROSSOVER_LONG_1D_MKR,0.46,,,,,,,,,847,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,MKR,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20230414,0.73,2.06,0,2.35,53.8,13,69.5,0,320.2,-10.3,0,-24.3,0,-9.51,51.78,1,1D,,-3.92
MACD_CROSSOVER_LONG_1D_RNDR,0.51,,,,,,,,,848,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,RNDR,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20230414,-0.04,2.28,0,2.1,60,5,109,0,403.4,-14.7,0,-51.27,0,-10.88,36.71,1,1D,,-3.51
MACD_CROSSOVER_LONG_1D_BTC,0.72,,,,,,,,,850,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,BTC,MACD_CROSSOVER_LONG_1D,LONG,t,,,,20230413,0.25,2.31,0,2.04,66.7,3,66.7,0,133.6,-10,0,-20.06,0,-5.79,34.52,1,1D,,-2.9
MACD_CROSSOVER_LONG_1D_CRO,0.67,,,,,,,,,845,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,CRO,MACD_CROSSOVER_LONG_1D,LONG,t,t,,,20230414,0.67,2.46,0,1.45,100,2,101.6,0,106.6,-17.1,0,-37.47,0,-14.86,23.01,1,1D,,-3.82
MACD_CROSSOVER_LONG_1D_WBTC,0.71,,,,,,,,,849,2024-04-13 03:03:18.22852-04,2024-04-13 03:03:18.22852-04,WBTC,MACD_CROSSOVER_LONG_1D,LONG,t,t,,,20230414,0.17,2.11,0,2.04,66.7,3,60.1,0,132,-12,0,-20.09,0,-4.87,35.62,1,1D,,-2.57
MACD_CROSSOVER_LONG_4H_PEPE,0.21,,,,,,,,,563,2024-03-20 21:14:22.100666-04,2024-03-20 21:14:22.100666-04,PEPE,MACD_CROSSOVER_LONG_4H,LONG,t,,,,20240115,2.27,4,0.39,0.07,68.8,16,21.1,355.5,614.6,-5.1,-32.59,-29.41,-8.8,-11.6,29.04,9.09,4H,,-1.23
MACD_CROSSOVER_SHORT_1D_SHIB,0.84,,,,,,,,,894,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,SHIB,MACD_CROSSOVER_SHORT_1D,SHORT,,,,,20230414,-0.76,1.04,0,1.16,80,5,41.7,0,124.1,-19.3,0,-41.67,0,-26.52,27.12,1,1D,,-12.38
MACD_CROSSOVER_SHORT_1D_BCH,0.37,,,,,,,,,895,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,BCH,MACD_CROSSOVER_SHORT_1D,SHORT,,,,,20230414,-0.41,0.83,0,1.78,58.8,17,8.6,0,312.6,-5.4,0,-39.7,0,-16.01,29.59,1,1D,,-2.18
MACD_CROSSOVER_SHORT_1D_FLOW,1,,,,,,,,,896,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,FLOW,MACD_CROSSOVER_SHORT_1D,SHORT,,,,,20230415,-0.45,1.77,0,0.35,75,4,65,0,-5.2,-19,0,-62.64,0,-18.5,32.6,1,1D,,-4.84
MACD_CROSSOVER_SHORT_1D_CRO,1,,,,,,,,,897,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,CRO,MACD_CROSSOVER_SHORT_1D,SHORT,,,,,20230415,-0.92,0.96,0,1.29,100,3,17.8,0,94.2,-10.5,0,-37.47,0,-14.86,30.68,1,1D,,-3.82
MACD_CROSSOVER_LONG_4H_SOL,0.56,,,,,,,,,569,2024-03-20 21:14:22.100666-04,2024-03-20 21:14:22.100666-04,SOL,MACD_CROSSOVER_LONG_4H,LONG,t,,,,20240115,1.21,3.24,2.07,1.17,66.7,9,22.9,47.7,85.7,-4.8,-9.02,-21.43,-3.55,-5.77,30.68,1.96,4H,,-1.88
MACD_CROSSOVER_SHORT_1D_HBAR,0.67,,,,,,,,,898,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,HBAR,MACD_CROSSOVER_SHORT_1D,SHORT,,,,,20230414,-0.01,1.2,0,0.7,66.7,3,16,0,26.8,-5.2,0,-37.95,0,-13.02,12.05,1,1D,,-2.78
STOCH_OSCILL_MOMENTUM_SHORT_1D_YFI,0.7,,,,,,,,,899,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,YFI,STOCH_OSCILL_MOMENTUM_SHORT_1D,SHORT,,,,,20230416,-0.55,1.17,0,0.01,55.6,9,31,0,-25,-15.8,0,-54.09,0,-50.02,39.45,1,1D,,-2.79
MACD_CROSSOVER_LONG_4H_FIL,0.19,,,,,,,,,572,2024-03-20 21:14:22.100666-04,2024-03-20 21:14:22.100666-04,FIL,MACD_CROSSOVER_LONG_4H,LONG,t,,,,20240115,1.58,2.66,1.77,0.65,66.7,12,9.2,26.2,60.9,-2.3,-5.86,-21.73,-1.82,-8.62,40.55,2.7,4H,,-0.7
MACD_CROSSOVER_LONG_4H_ETH,0.56,,,,,,,,,573,2024-03-20 21:14:22.100666-04,2024-03-20 21:14:22.100666-04,ETH,MACD_CROSSOVER_LONG_4H,LONG,t,,,,20240115,-0.04,2.58,2,1.76,60,10,11.7,21.6,45.4,-6.4,-11.33,-15.53,-1.98,-2.85,48.49,1.82,4H,,-1.12
STOCH_OSCILL_MOMENTUM_SHORT_1D_FLOW,0.84,,,,,,,,,900,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,FLOW,STOCH_OSCILL_MOMENTUM_SHORT_1D,SHORT,,,,,20230415,-1.19,1.18,0,0.18,66.7,6,47.8,0,-14.9,-27.8,0,-62.64,0,-19.95,48.22,1,1D,,-4.84
STOCH_OSCILL_MOMENTUM_LONG_4H_JASMY,0.5,,,,,,,,,901,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,JASMY,STOCH_OSCILL_MOMENTUM_LONG_4H,LONG,,,,,20240212,2.24,3.13,0,1.84,71.4,7,129.8,0,234.6,-5.8,0,-35.33,0,-6.92,30.68,1,4H,,-2.16
STOCH_OSCILL_MOMENTUM_LONG_4H_XTZ,0.74,,,,,,,,,902,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,XTZ,STOCH_OSCILL_MOMENTUM_LONG_4H,LONG,,,,,20240212,-0.48,1.07,0,0.31,58.8,17,12,0,6.2,-7.2,0,-30.49,0,-4.42,28.49,1,4H,,-1.34
STOCH_OSCILL_MOMENTUM_LONG_4H_RUNE,0.54,,,,,,,,,903,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,RUNE,STOCH_OSCILL_MOMENTUM_LONG_4H,LONG,,,,,20231213,-0.47,1.48,0,0.19,58.3,12,59.2,0,-5.8,-13.6,0,-50.72,0,-14.38,33.56,1,4H,,-3.87
SMA_CROSSOVER_LONG_4H_BCH,0.37,,,,,,,,,904,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,BCH,SMA_CROSSOVER_LONG_4H,LONG,,,,,20240212,0.44,1.64,0,1.43,60,5,34.6,0,91.8,-8.6,0,-29.07,0,-6.8,39.18,1,4H,,-2.26
SMA_CROSSOVER_LONG_4H_TRX,0.76,,,,,,,,,905,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,TRX,SMA_CROSSOVER_LONG_4H,LONG,,,,,20240212,0.36,2.01,0,-0.55,66.7,3,3.1,0,-8.9,-0.6,0,-21.65,0,-2.87,9.04,1,4H,,-0.35
SMA_CROSSOVER_LONG_4H_SHIB,0.64,,,,,,,,,906,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,SHIB,SMA_CROSSOVER_LONG_4H,LONG,,,,,20240212,1.15,2.19,0,1.59,33.3,3,133.2,0,159.9,-20.3,0,-45.57,0,-7.41,16.16,1,4H,,-7.74
SMA_CROSSOVER_LONG_4H_ETH,0.5,,,,,,,,,907,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,ETH,SMA_CROSSOVER_LONG_4H,LONG,,,,,20231213,0.29,1.49,0,0.86,63.6,11,11.1,0,44.6,-3.9,0,-22.29,0,-3.6,9.59,1,4H,,-0.67
SMA_CROSSOVER_LONG_4H_BTC,0.58,,,,,,,,,908,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,BTC,SMA_CROSSOVER_LONG_4H,LONG,,,,,20240212,0.4,2.18,0,1.38,55.6,9,19.1,0,35.4,-4.5,0,-15.66,0,-2.59,40.55,1,4H,,-1.16
MACD_CROSSOVER_LONG_4H_GRT,0.43,,,,,,,,,583,2024-03-20 21:14:22.100666-04,2024-03-20 21:14:22.100666-04,GRT,MACD_CROSSOVER_LONG_4H,LONG,t,,,,20231115,-0.06,1.8,0.49,0.56,45,20,38.3,189.3,201.1,-5.6,-20.53,-34.99,-6.03,-7.79,33.84,3.85,4H,,-1.69
BOLL_BAND_MOMENTUM_LONG_4H_FLOKI,0.4,,,,,,,,,909,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,FLOKI,BOLL_BAND_MOMENTUM_LONG_4H,LONG,,,,,20240212,1.3,2.09,0,1.99,22.2,9,118.9,0,398.5,-8.8,0,-49,0,-7.83,30.96,1,4H,,-4.27
MACD_CROSSOVER_LONG_4H_STX,0.24,,,,,,,,,585,2024-03-20 21:14:22.100666-04,2024-03-20 21:14:22.100666-04,STX,MACD_CROSSOVER_LONG_4H,LONG,t,,,,20231115,0.22,1.69,0.63,0.42,42.9,21,25.1,119.9,328.2,-5.8,-20.9,-37.66,-7.78,-9.8,35.62,4,4H,,-2.13
BOLL_BAND_MOMENTUM_LONG_4H_RUNE,0.52,,,,,,,,,910,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,RUNE,BOLL_BAND_MOMENTUM_LONG_4H,LONG,,,,,20240212,0,1.72,0,0.35,50,6,35,0,5.8,-11.2,0,-50.72,0,-9.09,27.12,1,4H,,-3.17
BOLL_BAND_MOMENTUM_LONG_4H_SOL,0.5,,,,,,,,,911,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,SOL,BOLL_BAND_MOMENTUM_LONG_4H,LONG,,,,,20240212,0.36,1.64,0,0.96,55.6,9,18.8,0,40.6,-3.3,0,-28.27,0,-6.42,24.11,1,4H,,-1.7
MACD_CROSSOVER_LONG_4H_OSMO,0.15,,,,,,,,,588,2024-03-20 21:14:22.100666-04,2024-03-20 21:14:22.100666-04,OSMO,MACD_CROSSOVER_LONG_4H,LONG,t,,,,20231115,-0.11,1.49,0.47,0.5,33.3,18,9.7,71,123.5,-5.8,-33.64,-34.6,-6.68,-7.12,38.36,9.09,4H,,-1.07
BOLL_BAND_MOMENTUM_LONG_4H_BTC,0.55,,,,,,,,,912,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,BTC,BOLL_BAND_MOMENTUM_LONG_4H,LONG,,,,,20240212,0.53,1.78,0,1.38,37.5,8,9.8,0,35.4,-4.2,0,-15.66,0,-2.59,16.16,1,4H,,-1.12
MACD_CROSSOVER_LONG_4H_BCH,0.37,,,,,,,,,913,2024-04-16 01:22:05.647171-04,2024-04-16 01:22:05.647171-04,BCH,MACD_CROSSOVER_LONG_4H,LONG,,,,,20231213,0.32,1.54,0,1.12,62.5,8,55.3,0,132.8,-7.6,0,-29.07,0,-7.06,37.26,1,4H,,-2.04
K_CHANNEL_REVERSION_LONG_4H_INJ,0.85,,,,,,,,,718,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,INJ,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,0.49,2.18,0,0.12,100,3,16,0,3.7,-6.2,0,-32.32,0,-10.3,9.86,1,4H,,-2.61
K_CHANNEL_REVERSION_LONG_4H_AAVE,0.77,,,,,,,,,720,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,AAVE,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,-0.42,2.07,0,0.73,75,4,7,0,29.9,-4.5,0,-27.39,0,-5.43,18.08,1,4H,,-1.4
K_CHANNEL_REVERSION_LONG_4H_CFX,0.75,,,,,,,,,721,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,CFX,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,0.42,2.06,0,0.57,83.3,6,15.3,0,145.4,-4.7,0,-20.62,0,-7.14,11.51,1,4H,,-1.93
K_CHANNEL_REVERSION_LONG_4H_ASTR,1,,,,,,,,,727,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,ASTR,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,0.16,1.88,0,0,100,1,7.4,0,-25.4,0,0,-32.29,0,-10.27,0.55,1,4H,,NaN
BOLL_BAND_REVERSION_LONG_4H_STX,0.78,,,,,,,,,689,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,STX,BOLL_BAND_REVERSION_LONG_4H,LONG,t,,,,20240122,0.55,2.41,0,0.64,100,3,17.5,0,152.1,-5.3,0,-23.69,0,-5.65,9.04,1,4H,,-2.28
BOLL_BAND_REVERSION_LONG_4H_MATIC,0.5,,,,,,,,,701,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,MATIC,BOLL_BAND_REVERSION_LONG_4H,LONG,t,,,,20240122,0.21,1.65,0,0.79,100,2,4.1,0,27.2,-2.5,0,-26.88,0,-3.98,13.15,1,4H,,-1.27
K_CHANNEL_REVERSION_LONG_4H_SSV,0.53,,,,,,,,,703,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,SSV,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,3.31,5.03,0,0.53,100,13,17.1,0,86.6,-1.4,0,-24.28,0,-7.06,14.79,1,4H,,-0.65
K_CHANNEL_REVERSION_LONG_4H_XLM,0.81,,,,,,,,,711,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,XLM,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,1.02,2.96,0,0.66,100,6,16.9,0,13.5,-4.5,0,-24.75,0,-6.47,21.1,1,4H,,-1.19
K_CHANNEL_REVERSION_LONG_4H_RNDR,1,,,,,,,,,712,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,RNDR,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,1.12,2.86,0,0.36,100,4,18.3,0,177.4,-3.4,0,-22.66,0,-6.62,5.21,1,4H,,-2.01
K_CHANNEL_REVERSION_LONG_4H_DOT,0.67,,,,,,,,,728,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,DOT,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20231122,0.05,1.59,0,0.74,100,2,12.3,0,72.2,-4.2,0,-34.42,0,-5.52,6.58,1,4H,,-1.57
K_CHANNEL_REVERSION_LONG_4H_RIF,0.9,,,,,,,,,730,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,RIF,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,-0.81,1.55,0,0.47,100,1,11.5,0,78,-6.3,0,-27.38,0,-8.68,2.74,1,4H,,-3.16
K_CHANNEL_REVERSION_LONG_4H_DOGE,0.84,,,,,,,,,731,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,DOGE,K_CHANNEL_REVERSION_LONG_4H,LONG,t,,,,20240122,-0.91,1.5,0,0.52,66.7,3,17.9,0,90.3,-5,0,-34.9,0,-8.24,9.04,1,4H,,-2.45
K_CHANNEL_REVERSION_LONG_4H_WBTC,0.84,,,,,,,,,729,2024-03-25 18:36:23.744702-04,2024-03-25 18:36:23.744702-04,WBTC,K_CHANNEL_REVERSION_LONG_4H,LONG,t,t,,,20240122,-0.97,1.57,0,1.41,100,3,8.4,0,57.4,-4.4,0,-15.86,0,-2.03,6.85,1,4H,,-2.23
BTC_FEAR_GREED_INDEX_MOMENTUM_LONG_1D_QNT,0.63,,,,,,,,,824,2024-04-13 01:20:24.009306-04,2024-04-13 01:20:24.009306-04,QNT,BTC_FEAR_GREED_INDEX_MOMENTUM_LONG_1D,LONG,t,t,,,20230413,-0.12,1.8,0,0.23,66.7,9,33.3,0,-8,-6.4,0,-32,0,-23.24,15.07,1,1D,,-2.81
SMA_CROSSOVER_LONG_1D_NEAR,0.59,,,,,,,,,821,2024-04-13 01:20:24.009306-04,2024-04-13 01:20:24.009306-04,NEAR,SMA_CROSSOVER_LONG_1D,LONG,t,,,,20230412,0.25,2.36,0,1.65,100,3,152.2,0,210.6,-8.3,0,-57.95,0,-15.1,22.19,1,1D,,-4.24
SMA_CROSSOVER_LONG_1D_MATIC,0.75,,,,,,,,,822,2024-04-13 01:20:24.009306-04,2024-04-13 01:20:24.009306-04,MATIC,SMA_CROSSOVER_LONG_1D,LONG,t,,,,20230412,-0.35,1.67,0,0.04,60,5,62.4,0,-21.9,-16.2,0,-57.48,0,-30.96,24.93,1,1D,,-4.69
SMA_CROSSOVER_LONG_1D_BNB,0.57,,,,,,,,,823,2024-04-13 01:20:24.009306-04,2024-04-13 01:20:24.009306-04,BNB,SMA_CROSSOVER_LONG_1D,LONG,t,,,,20230412,0.45,1.94,0,1.37,66.7,12,59.8,0,82.8,-8.9,0,-41.06,0,-9.19,45.21,1,1D,,-3.74
